story_id,word_idx,wake_L2_1,wake_rel_1,wake_cos_1,wake_L2_2,wake_rel_2,wake_cos_2,wake_L2_3,wake_rel_3,wake_cos_3,wake_L2_4,wake_rel_4,wake_cos_4,wake_L2_5,wake_rel_5,wake_cos_5
1,44,17.671628952026367,0.2468992305077472,0.028493106365203857,11.723382949829102,0.16208947495114448,0.012773752212524414,11.065836906433105,0.13392557794027823,0.00899815559387207,11.202762603759766,0.13328083011303699,0.008913993835449219,6.029772758483887,0.06875014190027984,0.0023655295372009277
1,444,39.49380111694336,0.5330807741441178,0.1477804183959961,16.310791015625,0.2422142121932581,0.029776334762573242,13.804986953735352,0.21166846639824521,0.0223388671875,6.851502418518066,0.09017782664479065,0.004070878028869629,4.093783378601074,0.0532047648265368,0.0014162063598632812
1,844,47.5289192199707,0.5473099388899617,0.16289985179901123,23.08489418029785,0.287062864250144,0.04203087091445923,20.953502655029297,0.2613364078671806,0.03345310688018799,15.58000659942627,0.22270893426915825,0.02455449104309082,7.846312999725342,0.10310257921879866,0.00515294075012207
2,215,41.84938430786133,0.5849385702171658,0.17579078674316406,23.370607376098633,0.3408527694441038,0.058875083923339844,13.389918327331543,0.17648279340318596,0.015669047832489014,10.345987319946289,0.11036320662314704,0.006095767021179199,13.107535362243652,0.1849523088910726,0.01721477508544922
2,615,37.17795944213867,0.4503417031640154,0.09919333457946777,26.100034713745117,0.3779843614718854,0.07361364364624023,14.999333381652832,0.23080651978034555,0.02690345048904419,20.200054168701172,0.2895854472146095,0.04234427213668823,27.16581916809082,0.37557365595293735,0.07226693630218506
3,70,38.649566650390625,0.5530454653583208,0.15102910995483398,17.687816619873047,0.24620339822182585,0.03023660182952881,13.613059043884277,0.1670051346643145,0.013857245445251465,10.98495864868164,0.14428843205662906,0.010247349739074707,10.554805755615234,0.14981615178626348,0.011167645454406738
3,470,32.52241134643555,0.503943448044478,0.12884628772735596,14.652985572814941,0.18581640429536103,0.01727348566055298,12.067280769348145,0.14916552632422758,0.01118558645248413,7.389984130859375,0.10139590788132255,0.005151629447937012,3.870589256286621,0.0582513315141198,0.0016978979110717773
3,870,36.17462158203125,0.44468232629063226,0.10119473934173584,19.269287109375,0.26187324416085467,0.03285562992095947,33.83305358886719,0.45803862609255747,0.10928577184677124,13.112077713012695,0.1482241489898169,0.01013028621673584,16.248411178588867,0.21080878282925067,0.021569132804870605
4,278,27.941238403320312,0.3109264465605968,0.04932361841201782,10.811388969421387,0.13601665818964387,0.009293198585510254,7.865245819091797,0.11111536855565708,0.00615161657333374,7.778555393218994,0.1190809316955684,0.006151676177978516,1.5612142086029053,0.02050396411636645,0.0002079606056213379
4,678,33.60297775268555,0.5108169109676947,0.1308368444442749,13.033655166625977,0.19541830921566936,0.01774156093597412,8.838732719421387,0.1259586525534803,0.007725179195404053,5.502623081207275,0.07901553442699316,0.00307309627532959,3.5337793827056885,0.0383605483788308,0.0007089376449584961
4,1078,8.21945858001709,0.10814113071601508,0.005774259567260742,6.448925971984863,0.08272295966990424,0.003395974636077881,5.21688175201416,0.0768770818223427,0.0029314160346984863,6.669609069824219,0.09532615605723066,0.00453716516494751,5.189379692077637,0.0737533016083993,0.0026497840881347656
5,439,14.186223983764648,0.22482652397070002,0.024705886840820312,3.2320556640625,0.040880082857938836,0.0007960796356201172,2.1577038764953613,0.02669983038739289,0.0003560185432434082,6.372694492340088,0.08228561903125661,0.0033835768699645996,10.95584487915039,0.14613981934284712,0.010567665100097656
5,839,30.012737274169922,0.3693890965397146,0.06965386867523193,12.169966697692871,0.17973948037261694,0.016281187534332275,7.2179975509643555,0.10408529708586103,0.00509798526763916,2.7499094009399414,0.03306378211940535,0.000507056713104248,1.7978113889694214,0.024360594474207936,0.0002816915512084961
6,264,22.48894500732422,0.2599529527884036,0.03432595729827881,10.62033462524414,0.15968780984049097,0.012830257415771484,8.3739595413208,0.1259583222351989,0.00796365737915039,6.046437740325928,0.0779637132970495,0.0030255913734436035,7.198322296142578,0.08542773467651721,0.003519415855407715
6,664,8.241479873657227,0.11362302195534377,0.006240427494049072,2.9453160762786865,0.03399940330172021,0.0005759000778198242,2.5348634719848633,0.03392845891710857,0.0005317926406860352,1.756814956665039,0.02429866103146659,0.0002942085266113281,1.7944951057434082,0.026275973445642885,0.0003446340560913086
6,1064,40.609169006347656,0.5149308643236538,0.13440322875976562,14.410400390625,0.20779787717878076,0.021302998065948486,7.727048873901367,0.10963399793548566,0.00602269172668457,7.911403179168701,0.1041468622467068,0.004851639270782471,4.531950950622559,0.060649363531347845,0.0016189813613891602
7,410,42.40456771850586,0.5295344684396855,0.14448976516723633,30.47307777404785,0.4039633731612674,0.07671284675598145,11.2869291305542,0.15067843728350291,0.011335492134094238,11.031475067138672,0.13669045399040258,0.009137511253356934,5.047035217285156,0.07003561041218131,0.0024547576904296875
7,810,46.37873077392578,0.6835850495341543,0.23097002506256104,20.464893341064453,0.2975809557915458,0.04466426372528076,14.696800231933594,0.2175441152306595,0.023948967456817627,10.601902961730957,0.1581390544722413,0.0125732421875,6.670434474945068,0.08144827001402673,0.0033111572265625
8,246,45.73943328857422,0.6544219686084455,0.19162726402282715,19.71569061279297,0.2370160851850031,0.028486013412475586,17.369464874267578,0.2389770777717409,0.028766989707946777,8.717241287231445,0.09520550838736792,0.004541993141174316,10.894347190856934,0.11476470382108347,0.006593108177185059
8,646,34.28762435913086,0.4420698044067621,0.10144221782684326,33.2559700012207,0.4213157567887446,0.08950650691986084,24.523880004882812,0.2985020543877627,0.044529080390930176,27.406028747558594,0.3199475103254543,0.04822278022766113,16.93632698059082,0.2187576064319052,0.023415207862854004
9,105,33.75634765625,0.39299784462428905,0.0804184079170227,7.231858253479004,0.11067481170920845,0.006124258041381836,4.372048377990723,0.06365521986063132,0.0020263195037841797,2.202211380004883,0.0313976823116144,0.0004924535751342773,1.235007643699646,0.016723175638833365,0.00013935565948486328
9,505,24.727535247802734,0.3469535230782093,0.06012833118438721,8.099413871765137,0.08916107915501068,0.00394594669342041,6.725008487701416,0.09690162612976828,0.0046440958976745605,4.154797077178955,0.06380431659961236,0.002034306526184082,2.977133274078369,0.04859167064106284,0.0011668205261230469
9,905,31.690109252929688,0.41245317473438997,0.08762776851654053,18.49835777282715,0.21603267019382752,0.023601174354553223,8.800382614135742,0.11628023316052513,0.006757676601409912,3.024750232696533,0.04498696693300726,0.0010123252868652344,2.6977813243865967,0.02995692158397985,0.0004487037658691406
10,299,43.34779357910156,0.44890972119344613,0.10587090253829956,26.216068267822266,0.37003023180083067,0.07094699144363403,17.16242218017578,0.18575428520562165,0.016625404357910156,14.619925498962402,0.20138650458327909,0.019902527332305908,6.840346813201904,0.07489152844540624,0.002740919589996338
10,699,26.298480987548828,0.3016028726428871,0.046311259269714355,8.017794609069824,0.09935831011855492,0.004941582679748535,6.86458158493042,0.09220667941993958,0.004259705543518066,2.918764114379883,0.04734198656457554,0.0010364055633544922,1.3285561800003052,0.019183379729347434,0.0001786947250366211
